c,mu,distance
0.4867231556158529,0.5133440804032902,0.02234517191609024
0.4412317298391012,0.3854170410393859,0.022355646395686962
0.4746087431625987,0.4681097992717411,0.02236262814686834
0.46246696045177094,0.4398669219061849,0.022368310653946556
0.43415668233843463,0.38792975046797495,0.022370563203340067
0.46807599969437685,0.5313061604598792,0.02250179518824879
0.44975368763921364,0.4606325843860287,0.022579946506497212
0.4384095949049037,0.43579644131382234,0.022613908800263142
0.49177575544159624,0.61624847022759,0.022665150888566955
0.4200414561138831,0.4227638741925165,0.02270772086083737
0.41956963325931285,0.2207035620332067,0.022724791583888557
0.3992800372487082,0.6414805406087882,0.022773885882802488
0.3544938118099282,0.5132871428866994,0.022779124247941936
0.4858166226442233,0.657735871675365,0.022861727039403573
0.3990011492397857,0.4952411103688159,0.022863719307534832
0.32128514714514705,0.583665656401378,0.022877226031630254
0.4568310344443728,0.7454293265260422,0.022980786704159453
0.4099108245001444,0.5953567980660404,0.02301741573508563
0.4283019561668333,0.5035377433329414,0.02303009171406049
0.39900182307982224,0.2547625813850225,0.02304570515475284
0.3624819621981058,0.3463794123813768,0.02305284573780351
0.3936798107398424,0.6350701420515307,0.023053283401284676
0.3926890916742821,0.6408860094136778,0.023092365326158482
0.398247224459471,0.6962762220882601,0.023220605300686602
0.3436869999155554,0.457313101688653,0.023268429295199414
0.4323902329309883,0.5492410233198247,0.02327122514291426
0.49362721853322367,0.13485227119886734,0.023280486783214975
0.49620013395107954,0.808231266756959,0.023303124281740233
0.42005880260841855,0.8203450592787778,0.023309633185728016
0.36093334388132026,0.15054606476744176,0.02333038902891222
0.457435476074771,0.17890726973557225,0.023331153133872722
0.49294762879566245,0.743399702937377,0.023385435801632513
0.4535213386927487,0.6088159322574223,0.02340267695943712
0.4112135972354344,0.40288989953442433,0.023421905757797134
0.49782147902765994,0.8287984934810545,0.023469326496541508
0.40414220253212896,0.46765919308336856,0.023513429531517412
0.4923867349968398,0.40978444274377546,0.023519535739977594
0.48630453080757463,0.4539602228241577,0.023547255342366246
0.3913515332746973,0.3495326220462409,0.023570896189223763
0.4911330076403969,0.36128003246629026,0.02360138018549811
0.4397497005651746,0.7640429655903324,0.023661413838694783
0.471219462866143,0.6356088675192472,0.02370135420249548
0.40445828763140046,0.3149898873467434,0.023768692676849168
0.39601582805313795,0.8140678566394098,0.023777189037116366
0.4583061145663654,0.6161617135844224,0.023793631411445682
0.4591651335431036,0.2498345060238587,0.023835596632878313
0.40181320572589163,0.6204029478032751,0.023857911745274536
0.492734366210272,0.3602884756087489,0.0238905622784658
0.3822002262382872,0.1757652780559001,0.02394994348904748
0.40234997380097515,0.29254913430472085,0.023977967800821294
0.43242766601905014,0.717432063324849,0.023978931688145983
0.4757280764299108,0.2955159866828845,0.024026123531843746
0.45133340346441864,0.5362264249325778,0.024039583902215778
0.4786096445613294,0.6940798568112988,0.024093364985213476
0.37647964050192106,0.52790750107342,0.02412760833295582
0.376256915647477,0.17708873830928448,0.02413678939261572
0.4859395591962601,0.7469424874784986,0.024139900133372347
0.3892408126177349,0.2932387930796915,0.024152966531468825
0.4923203000316928,0.691389552099113,0.024173650041915427
0.3996269018252576,0.3050569880494563,0.024215311878158584
0.49781762137512897,0.8409435031560988,0.02422050039976949
0.4455209048920611,0.41447069194786723,0.024223176381553743
0.4756603080834553,0.8371391741782678,0.024239818467258433
0.38993426332035896,0.5121338326984631,0.024266807370331555
0.48095232591767845,0.679508473821507,0.02428493181395789
0.3759756017709369,0.2662134694630215,0.024285163666906515
0.4196597747326479,0.7461853299290033,0.024471277565968726
0.4342203851131571,0.3839847417408453,0.024507691708139392
0.4962567473544619,0.6259426623721971,0.024516007792116535
0.40978797380207144,0.8502024677454548,0.024611864216016684
0.47904237890195256,0.46447879495999844,0.024619434804278608
0.4684399621638936,0.7795123622792475,0.02462860090502719
0.42575655281014513,0.5082437771243072,0.024706147522147486
0.42475539791180494,0.8198344183199463,0.024837780396022628
0.4044469154460989,0.47894356737332533,0.024880169837766936
0.4397660339409071,0.6090776457622489,0.024907302397361927
0.3806468247178566,0.3682782881324792,0.02492882498847043
